time,latitude,longitude,depth,mag,magType,place,type
2020-11-02T08:58:14.874Z,536.428,-1.597.763,35.9,3,ml,"194 km SSE of Sand Point, Alaska",earthquake
2020-11-02T08:31:09.904Z,542.677,-159.829,15.1,2.5,ml,"126 km SSE of Sand Point, Alaska",earthquake
2020-11-02T08:09:53.208Z,2.4459,1.268.813,10,4.7,mb,"148 km WNW of Tobelo, Indonesia",earthquake
2020-11-02T08:09:35.877Z,-328.248,-721.097,18.43,3.8,mwr,"50 km WNW of Valparaíso, Chile",earthquake
2020-11-02T07:33:35.900Z,17.943,-669.646,13,03.02,md,"6 km WSW of Guánica, Puerto Rico",earthquake
2020-11-02T05:18:24.524Z,535.269,-1.596.389,8.1,2.8,ml,"209 km SSE of Sand Point, Alaska",earthquake
2020-11-02T05:10:46.202Z,-318.687,-670.625,120.85,4.6,mb,"105 km NNW of Villa General Roca, Argentina",earthquake
2020-11-02T05:01:06.260Z,8.6678,-401.199,10,4.8,mb,central Mid-Atlantic Ridge,earthquake
2020-11-02T04:58:51.740Z,-62.371,-58.177,10,4.6,mb,South Shetland Islands,earthquake
2020-11-02T04:33:43.866Z,404.541,-1.266.134,10,2.7,ml,"199 km W of Ferndale, California",earthquake
2020-11-02T04:30:11.580Z,179.585,-669.751,6,2.87,md,"7 km WSW of Fuig, Puerto Rico",earthquake
2020-11-02T04:18:02.367Z,543.696,-1.596.089,19.74,2.5,ml,"121 km SSE of Sand Point, Alaska",earthquake
2020-11-02T03:56:11.684Z,549.845,-1.602.919,40.55,4.4,mwr,"41 km SSE of Sand Point, Alaska",earthquake
2020-11-02T03:40:24.915Z,196.318,-1.087.458,10,4.4,mb,Revilla Gigedo Islands region,earthquake
2020-11-02T03:26:43.880Z,174.138,-1.014.561,10,4.2,mb,"20 km SW of San Jeronimito, Mexico",earthquake
2020-11-02T03:21:36.833Z,-237.334,-692.277,99.25,4.1,mb,"119 km E of Antofagasta, Chile",earthquake
2020-11-02T03:14:53.750Z,315.308.333,-1.156.555,6.21,2.52,ml,"89km ESE of Maneadero, B.C., MX",earthquake
2020-11-02T03:09:43.090Z,605.802,-1.427.485,15.3,2.6,ml,"95 km S of McCarthy, Alaska",earthquake
2020-11-02T03:07:54.118Z,544.557,-1.599.437,10.42,2.5,ml,"104 km SSE of Sand Point, Alaska",earthquake
2020-11-02T02:20:34.280Z,360.271.667,-1.205.875,4.48,2.83,md,"20km NW of Parkfield, CA",earthquake
2020-11-02T02:15:18.768Z,554.702,-1.582.652,6.4,2.5,ml,"73 km SE of Perryville, Alaska",earthquake
2020-11-02T01:38:01.675Z,543.872,-1.598.526,20.12,2.5,ml,"113 km SSE of Sand Point, Alaska",earthquake
2020-11-02T01:28:12.447Z,542.521,-1.599.522,15.91,2.8,ml,"125 km SSE of Sand Point, Alaska",earthquake
2020-11-02T01:17:08.625Z,250.887,665.704,10,4.5,mb,"16 km WSW of Gadani, Pakistan",earthquake
2020-11-02T01:10:44.310Z,315.278.333,-115.663,7.86,2.66,ml,"88km ESE of Maneadero, B.C., MX",earthquake
2020-11-02T01:09:46.831Z,546.151,-158.016,17.48,3,ml,"161 km SSE of Perryville, Alaska",earthquake
2020-11-01T23:56:54.493Z,527.273,-1.682.223,35,3.5,ml,"49 km ESE of Nikolski, Alaska",earthquake
2020-11-01T23:54:12.914Z,541.033,-1.651.288,91.76,3.2,ml,"42 km E of Akutan, Alaska",earthquake
2020-11-01T23:09:35.270Z,389.424,215.082,10,4.8,mb,"13 km WSW of Kerasochóri, Greece",earthquake
2020-11-01T23:03:45.649Z,542.536,-1.597.324,28.4,2.6,ml,"130 km SSE of Sand Point, Alaska",earthquake
2020-11-01T22:58:15.169Z,545.231,-1.598.769,17.89,3,ml,"98 km SSE of Sand Point, Alaska",earthquake
2020-11-01T22:52:36.013Z,54.624,-159.857,28.84,2.7,ml,"89 km SSE of Sand Point, Alaska",earthquake
2020-11-01T22:41:45.377Z,554.739,-1.582.287,12,4.2,ml,"75 km SE of Perryville, Alaska",earthquake
2020-11-01T22:39:27.566Z,545.531,-1.597.133,35,4.3,mb,"100 km SSE of Sand Point, Alaska",earthquake
2020-11-01T22:34:10.505Z,544.692,-1.597.705,25.2,2.9,ml,"107 km SSE of Sand Point, Alaska",earthquake
2020-11-01T22:28:04.104Z,-78.569,1.289.185,175.28,4.3,mb,"Kepulauan Barat Daya, Indonesia",earthquake
2020-11-01T22:18:10.610Z,7.0238,-729.871,171.26,4.4,mb,"7 km ENE of Piedecuesta, Colombia",earthquake
2020-11-01T22:17:00.340Z,-181.134,1.683.705,35,4.8,mb,"42 km S of Port-Vila, Vanuatu",earthquake
2020-11-01T22:16:16.510Z,536.508,-1.598.152,14.73,3,ml,"192 km SSE of Sand Point, Alaska",earthquake
2020-11-01T22:13:41.133Z,23.266,-448.133,10,4.9,mb,northern Mid-Atlantic Ridge,earthquake
2020-11-01T22:11:44.396Z,232.363,-448.486,10,4.7,mb,northern Mid-Atlantic Ridge,earthquake
2020-11-01T22:10:16.502Z,545.127,-1.597.772,21.21,2.6,ml,"102 km SSE of Sand Point, Alaska",earthquake
2020-11-01T22:02:31.142Z,233.347,-449.342,10,4.7,mb,northern Mid-Atlantic Ridge,earthquake
2020-11-01T21:51:14.663Z,527.037,-1.681.418,35,3,ml,"55 km ESE of Nikolski, Alaska",earthquake
2020-11-01T21:45:51.498Z,-199.522,-710.781,11.42,4.1,mwr,"101 km WNW of Iquique, Chile",earthquake
2020-11-01T21:19:39.431Z,232.361,-450.039,10,4.9,mb,northern Mid-Atlantic Ridge,earthquake
2020-11-01T21:15:23.746Z,542.494,-1.597.269,20.61,3,ml,"130 km SSE of Sand Point, Alaska",earthquake
2020-11-01T21:00:34.950Z,560.569,-1.495.818,24.57,2.5,ml,"238 km SE of Chiniak, Alaska",earthquake
2020-11-01T20:17:46.556Z,52.812,-1.682.466,40.87,3.2,ml,"43 km ESE of Nikolski, Alaska",earthquake
2020-11-01T19:55:38.023Z,380.277,-6.667,6.73,2.6,ml,"5 km NNE of Torrevieja, Spain",earthquake
2020-11-01T19:54:46.704Z,541.262,-1.595.257,23.34,3.3,ml,"148 km SSE of Sand Point, Alaska",earthquake
2020-11-01T19:35:59.725Z,527.095,-1.682.038,35,3.9,mb,"51 km ESE of Nikolski, Alaska",earthquake
2020-11-01T19:14:56.066Z,10.1531,-407.733,10,4.4,mb,northern Mid-Atlantic Ridge,earthquake
2020-11-01T18:38:18.246Z,543.595,-159.719,21.56,3,ml,"119 km SSE of Sand Point, Alaska",earthquake
2020-11-01T18:20:07.535Z,544.638,-1.597.565,24.41,3.1,ml,"108 km SSE of Sand Point, Alaska",earthquake
2020-11-01T17:13:51.560Z,179.425,-669.008,13,3.2,md,"3 km SSE of Guánica, Puerto Rico",earthquake
2020-11-01T16:44:50.605Z,534.279,-1.601.496,29,2.6,ml,"213 km S of Sand Point, Alaska",earthquake
2020-11-01T16:24:53.820Z,-61.387,1.462.554,102.35,4.5,mb,"46 km ENE of Kainantu, Papua New Guinea",earthquake
2020-11-01T16:04:24.800Z,611.134,-1.511.464,52.9,2.8,ml,Southern Alaska,earthquake
2020-11-01T15:58:49.652Z,37.955,692.797,10,4.6,mb,"16 km SSW of Danghara, Tajikistan",earthquake
2020-11-01T15:56:49.615Z,443.093,-1.151.371,10,2.6,ml,"18 km WNW of Stanley, Idaho",earthquake
2020-11-01T15:40:16.517Z,-579.439,-255.435,35,4.5,mb,South Sandwich Islands region,earthquake
2020-11-01T15:28:58.662Z,545.824,-1.598.026,11.2,2.9,ml,"95 km SSE of Sand Point, Alaska",earthquake
2020-11-01T15:14:09.500Z,544.565,-1.598.125,5,2.9,ml,"107 km SSE of Sand Point, Alaska",earthquake
2020-11-01T14:49:58.184Z,9.89,574.378,10,4.6,mb,Carlsberg Ridge,earthquake
2020-11-01T14:36:07.616Z,544.937,-1.598.533,6,2.5,ml,"102 km SSE of Sand Point, Alaska",earthquake
2020-11-01T14:34:11.015Z,-71.501,1.076.332,10,4.3,mb,"12 km SSE of Banjaran, Indonesia",earthquake
2020-11-01T14:05:52.432Z,553.717,-1.601.998,61.7,3.1,ml,"19 km ENE of Sand Point, Alaska",earthquake
2020-11-01T13:50:04.776Z,542.319,-1.597.589,25.6,2.6,ml,"131 km SSE of Sand Point, Alaska",earthquake
2020-11-01T13:47:54.664Z,-218.066,-682.013,126.33,4.3,mb,"103 km NE of Calama, Chile",earthquake
2020-11-01T13:15:41.906Z,443.087,154.606,10,4.6,mb,"2 km NE of Starigrad, Croatia",earthquake
2020-11-01T12:57:03.791Z,377.994,268.783,10,4.4,mb,"2 km NNW of Kokkári, Greece",earthquake
2020-11-01T12:56:03.906Z,546.181,-1.597.274,24.29,2.8,ml,"94 km SSE of Sand Point, Alaska",earthquake
2020-11-01T12:37:18.576Z,541.647,-1.596.496,25.43,3.2,ml,"141 km SSE of Sand Point, Alaska",earthquake
2020-11-01T12:36:11.479Z,-59.403,1.540.072,10,4.3,mb,"168 km WNW of Panguna, Papua New Guinea",earthquake
2020-11-01T11:58:05.838Z,-242.353,-668.888,192.8,4.4,mb,"57 km W of San Antonio de los Cobres, Argentina",earthquake
2020-11-01T11:45:52.330Z,179.115,-668.815,4,2.81,md,"7 km SSE of Guánica, Puerto Rico",earthquake
2020-11-01T11:44:43.195Z,653.927,-1.687.717,19.6,4.6,ml,"39 km SW of Wales, Alaska",earthquake
2020-11-01T11:42:24.865Z,640.548,-154.516,10.1,2.5,ml,"89 km SSE of Ruby, Alaska",earthquake
2020-11-01T10:56:19.112Z,545.968,-1.597.609,23.26,3.2,ml,"94 km SSE of Sand Point, Alaska",earthquake
2020-11-01T10:14:46.445Z,534.935,-1.650.033,28.01,2.5,ml,"87 km SE of Akutan, Alaska",earthquake
2020-11-01T10:01:56.517Z,535.302,-1.650.821,42.6,3.7,mb,"81 km SE of Akutan, Alaska",earthquake
2020-11-01T09:29:22.027Z,544.449,-159.735,20.13,2.6,ml,"110 km SSE of Sand Point, Alaska",earthquake
2020-11-01T08:52:19.140Z,190.891,-676.628,6,3.42,md,Mona Passage,earthquake
2020-11-01T08:33:38.671Z,468.722,-1.125.118,11.39,2.5,ml,"15 km SE of Lincoln, Montana",earthquake
2020-11-01T07:33:08.976Z,377.921,268.967,10,4.2,mb,"1 km NNE of Kokkári, Greece",earthquake
2020-11-01T07:27:38.503Z,511.018,-178.953,31.04,2.9,ml,"182 km WSW of Adak, Alaska",earthquake
2020-11-01T07:27:11.509Z,-623.224,-581.151,10,4.7,mb,South Shetland Islands,earthquake
2020-11-01T07:05:13.727Z,378.274,270.385,10,4.2,mb,"9 km NNE of Samos, Greece",earthquake
2020-11-01T06:43:42.419Z,535.883,-1.598.024,10,2.8,ml,"199 km SSE of Sand Point, Alaska",earthquake
2020-11-01T06:31:15.853Z,-178.933,-1.784.064,552.69,4.4,mb,"241 km E of Levuka, Fiji",earthquake
2020-11-01T06:14:51.225Z,544.325,-1.597.388,20.55,2.5,ml,"111 km SSE of Sand Point, Alaska",earthquake
2020-11-01T05:59:31.080Z,545.264,-159.658,28.3,2.6,ml,"105 km SSE of Sand Point, Alaska",earthquake
2020-11-01T05:22:06.899Z,-623.679,-58.409,10,4.8,mb,South Shetland Islands,earthquake
2020-11-01T05:10:13.470Z,178.493,-668.645,10,2.59,md,Puerto Rico region,earthquake
2020-11-01T05:01:09.156Z,10.1945,-84.065,73.67,5.1,mww,"1 km WNW of Ángeles, Costa Rica",earthquake
2020-11-01T04:54:15.047Z,541.745,-1.595.812,35,2.5,ml,"142 km SSE of Sand Point, Alaska",earthquake
2020-11-01T04:34:53.398Z,543.839,-1.596.878,23.03,4.2,mb,"118 km SSE of Sand Point, Alaska",earthquake
2020-11-01T04:17:14.850Z,179.371,-669.878,5,2.76,md,"7 km SE of La Parguera, Puerto Rico",earthquake
2020-11-01T04:15:45.029Z,317.229,-104.087,5,2.8,ml,"46 km W of Mentone, Texas",earthquake
2020-11-01T03:48:37.006Z,544.263,-1.597.728,19.84,3.1,ml,"111 km SSE of Sand Point, Alaska",earthquake
2020-11-01T03:43:20.342Z,-70.719,1.292.407,182,5.7,mww,"294 km ENE of Lospalos, Timor Leste",earthquake
2020-11-01T03:39:46.536Z,539.951,-1.595.912,35,2.8,ml,"160 km SSE of Sand Point, Alaska",earthquake
2020-11-01T03:32:59.584Z,-52.225,1.024.699,25.95,4.8,mb,"158 km SSW of Pagar Alam, Indonesia",earthquake
2020-11-01T03:13:04.158Z,272.535,1.288.721,35,4.6,mb,"112 km NE of Nago, Japan",earthquake
2020-11-01T03:01:58.210Z,179.481,-67.062,11,2.75,md,"3 km SSW of La Parguera, Puerto Rico",earthquake
2020-11-01T02:56:56.420Z,-622.532,-583.163,10,4.5,mb,South Shetland Islands,earthquake
2020-11-01T02:47:33.542Z,-186.705,-699.055,86.19,4.6,mb,"46 km ESE of Arica, Chile",earthquake
2020-11-01T02:46:34.540Z,180.315,-667.535,15,2.69,md,"2 km NE of Magas Arriba, Puerto Rico",earthquake
2020-11-01T02:35:46.531Z,545.571,-1.598.854,10,2.5,ml,"95 km SSE of Sand Point, Alaska",earthquake
2020-11-01T02:28:21.810Z,345.126.667,-866.156.667,13.07,2.62,md,"13 km SE of Triana, Alabama",earthquake
2020-11-01T02:23:36.394Z,533.004,-1.596.006,10,2.9,ml,"234 km SSE of Sand Point, Alaska",earthquake
2020-11-01T02:15:38.107Z,543.191,-1.593.761,35,2.5,ml,"134 km SSE of Sand Point, Alaska",earthquake
2020-11-01T01:50:56.968Z,316.295,-1.044.753,5,2.8,ml,"61 km S of Whites City, New Mexico",earthquake
2020-11-01T01:21:21.166Z,-220.559,-658.815,253.87,4.5,mb,"29 km W of Villazón, Bolivia",earthquake
2020-11-01T00:47:37.474Z,316.067,-1.042.486,5,3,ml,western Texas,earthquake
2020-11-01T00:25:24.118Z,517.615,-1.764.509,73.21,2.8,ml,"17 km SE of Adak, Alaska",earthquake
